Split,Class,Width,Height,Mode,Format,Path
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_710.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_711.jpg
Training,pituitary,256,256,L,JPEG,Dataset\Training\pituitary\Tr-pi_712.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_713.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_714.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_715.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_716.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_717.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_718.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_719.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_72.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_720.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_721.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_722.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_723.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_724.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_725.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_726.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_727.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_728.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_729.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_73.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_730.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_731.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_732.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_733.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_734.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_735.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_736.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_737.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_738.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_739.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_74.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_740.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_741.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_742.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_743.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_744.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_745.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_746.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_747.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_748.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_749.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_75.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_750.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_751.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_752.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_753.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_754.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_755.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_756.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_757.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_758.jpg
Training,pituitary,892,826,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_759.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_76.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_760.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_761.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_762.jpg
Training,pituitary,383,436,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_763.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_764.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_765.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_766.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_767.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_768.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_769.jpg
Training,pituitary,892,826,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_77.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_770.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_771.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_772.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_773.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_774.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_775.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_776.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_777.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_778.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_779.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_78.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_780.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_781.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_782.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_783.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_784.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_785.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_786.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_787.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_788.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_789.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_79.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_790.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_791.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_792.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_793.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_794.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_795.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_796.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_797.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_798.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_799.jpg
Training,pituitary,256,256,L,JPEG,Dataset\Training\pituitary\Tr-pi_8.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_80.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_800.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_801.jpg
Training,pituitary,256,256,L,JPEG,Dataset\Training\pituitary\Tr-pi_802.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_803.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_804.jpg
Training,pituitary,442,442,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_805.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_806.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_807.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_808.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_809.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_81.jpg
Training,pituitary,256,256,L,JPEG,Dataset\Training\pituitary\Tr-pi_810.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_811.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_812.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_813.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_814.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_815.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_816.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_817.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_818.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_819.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_82.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_820.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_821.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_822.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_823.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_824.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_825.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_826.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_827.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_828.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_829.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_83.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_830.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_831.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_832.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_833.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_834.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_835.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_836.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_837.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_838.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_839.jpg
Training,pituitary,256,256,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_84.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_840.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_841.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_842.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_843.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_844.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_845.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_846.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_847.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_848.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_849.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_85.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_850.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_851.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_852.jpg
Training,pituitary,360,378,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_853.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_854.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_855.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_856.jpg
Training,pituitary,225,225,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_857.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_858.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_859.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_86.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_860.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_861.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_862.jpg
Training,pituitary,1335,1302,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_863.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_864.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_865.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_866.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_867.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_868.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_869.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_87.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_870.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_871.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_872.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_873.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_874.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_875.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_876.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_877.jpg
Training,pituitary,442,442,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_878.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_879.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_88.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_880.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_881.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_882.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_883.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_884.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_885.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_886.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_887.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_888.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_889.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_89.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_890.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_891.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_892.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_893.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_894.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_895.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_896.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_897.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_898.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_899.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_9.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_90.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_900.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_901.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_902.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_903.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_904.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_905.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_906.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_907.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_908.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_909.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_91.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_910.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_911.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_912.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_913.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_914.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_915.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_916.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_917.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_918.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_919.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_92.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_920.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_921.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_922.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_923.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_924.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_925.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_926.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_927.jpg
Training,pituitary,201,210,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_928.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_929.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_93.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_930.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_931.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_932.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_933.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_934.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_935.jpg
Training,pituitary,940,900,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_936.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_937.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_938.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_939.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_94.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_940.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_941.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_942.jpg
Training,pituitary,1338,1304,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_943.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_944.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_945.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_946.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_947.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_948.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_949.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_95.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_950.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_951.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_952.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_953.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_954.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_955.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_956.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_957.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_958.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_959.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_96.jpg
Training,pituitary,474,474,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_960.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_961.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_962.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_963.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_964.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_965.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_966.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_967.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_968.jpg
Training,pituitary,225,225,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_969.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_97.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_970.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_971.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_972.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_973.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_974.jpg
Training,pituitary,256,256,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_975.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_976.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_977.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_978.jpg
Training,pituitary,512,512,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_979.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_98.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_980.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_981.jpg
Training,pituitary,512,512,L,JPEG,Dataset\Training\pituitary\Tr-pi_982.jpg
Training,pituitary,721,903,RGB,JPEG,Dataset\Training\pituitary\Tr-pi_983.jpg
